ID,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode
2151,20141211,525000,2.0,1.5,1480,43645,1.0,0,0,3,8,1480,0,1974,2006,98027
2152,20140801,605000,3.0,1.75,1850,8823,1.0,0,0,4,8,1370,480,1973,0,98008
2153,20141119,1010000,4.0,3.5,3350,3752,2.0,0,0,3,9,2550,800,2007,0,98117
2154,20140926,245990,3.0,1.0,1040,8410,1.0,0,0,3,7,1040,0,1942,2014,98188
2155,20150203,535000,4.0,2.25,2810,12607,2.0,0,0,3,10,2810,0,1985,0,98058
2156,20140630,410000,1.0,1.5,1010,5750,1.0,0,0,3,7,1010,0,1911,1948,98136
2157,20150424,550000,3.0,2.5,2250,7752,2.0,0,0,4,8,2250,0,1988,0,98011
2158,20140911,665000,3.0,1.75,1800,8000,1.0,0,0,3,8,1800,0,1972,0,98008
2159,20150427,455000,3.0,1.0,2400,17239,1.0,0,0,4,7,1890,510,1940,0,98028
2160,20140826,440000,4.0,1.0,1780,4000,1.5,0,0,3,7,1780,0,1922,0,98103
2161,20140708,332000,3.0,2.25,2120,14915,1.0,0,0,3,9,1720,400,1979,0,98001
2162,20140611,280000,3.0,2.5,1860,6607,2.0,0,0,3,7,1860,0,1989,0,98023
2163,20140915,570000,3.0,3.5,1460,1021,2.0,0,0,3,8,1150,310,2006,0,98122
2164,20140515,250000,3.0,1.0,1230,10350,1.0,0,0,4,7,1230,0,1957,0,98055
2165,20150501,238000,2.0,1.0,1088,8453,1.0,0,0,3,6,1088,0,1952,2009,98001
2166,20141103,265000,3.0,1.0,800,5760,1.0,0,0,3,6,700,100,1949,0,98155
2167,20150305,306000,3.0,1.0,1190,10350,1.0,0,0,4,7,1190,0,1959,0,98028
2168,20150507,345000,5.0,2.75,1940,4182,1.0,0,0,3,7,1240,700,2002,0,98056
2169,20140904,765000,4.0,2.5,3300,10764,1.0,0,0,4,9,1720,1580,1971,0,98177
2170,20150430,346300,4.0,2.5,2590,11018,2.0,0,0,3,8,2590,0,1998,0,98092
2171,20140612,342500,3.0,2.0,2080,11375,1.0,0,0,3,8,2080,0,2002,0,98022
2172,20150424,501000,4.0,2.25,2680,5439,2.0,0,0,3,7,2680,0,2000,0,98011
2173,20140625,270000,3.0,2.5,1670,8364,1.0,0,0,4,7,1300,370,1990,0,98042
2174,20150422,638000,3.0,1.0,1830,4400,1.5,0,0,4,8,1720,110,1930,0,98122
2175,20140912,460000,3.0,1.75,1400,2003,1.0,0,0,4,8,700,700,1908,2006,98119
2176,20141015,760000,4.0,1.75,2770,8521,1.0,0,0,4,7,1470,1300,1953,0,98004
2177,20150316,1085000,3.0,2.5,3630,11019,1.0,0,0,4,9,2150,1480,1972,0,98040
2178,20140628,234000,3.0,1.0,1040,8128,1.0,0,0,3,6,1040,0,1983,0,98019
2179,20150302,1650000,3.0,2.75,2690,8890,2.0,1,4,4,10,2690,0,1975,1991,98006
2180,20140506,488000,5.0,2.0,2020,5000,1.5,0,0,4,7,2020,0,1938,0,98117
2181,20150226,1550000,5.0,2.5,2450,20805,2.0,0,0,4,9,2450,0,1963,0,98004
2182,20150327,499000,4.0,3.0,2030,12675,2.0,0,0,3,7,2030,0,1982,0,98177
2183,20140904,150000,3.0,1.0,1450,6776,1.0,0,0,3,7,1450,0,1952,0,98178
2184,20150326,333000,4.0,2.5,2400,7270,2.0,0,0,3,8,2400,0,1993,0,98003
2185,20150218,700000,4.0,2.75,2870,8625,1.0,0,1,4,8,1860,1010,1959,0,98155
2186,20140918,275000,4.0,1.0,1340,22500,1.5,0,0,3,7,1340,0,1926,0,98168
2187,20140701,330000,3.0,2.5,1680,11312,1.0,0,0,3,7,1080,600,1959,0,98146
2188,20141124,360000,4.0,2.0,1850,8827,1.0,0,0,3,7,1850,0,1969,0,98155
2189,20150511,467000,3.0,1.0,1220,8040,1.5,0,0,3,7,1220,0,1965,0,98125
2190,20141029,568000,3.0,2.5,2320,57063,1.0,0,0,4,9,1790,530,1979,0,98074
2191,20141103,605000,5.0,2.25,3220,9603,2.0,0,0,3,8,3220,0,1972,0,98052
2192,20141002,750000,4.0,2.75,3190,9023,2.0,0,0,3,9,3190,0,2005,0,98075
2193,20141014,760000,3.0,2.75,3530,69834,2.0,0,0,3,10,3530,0,1994,0,98053
2194,20140804,265000,3.0,1.75,2050,10519,1.0,0,0,3,7,1240,810,1979,0,98058
2195,20140718,490000,3.0,1.75,1720,12540,1.0,0,0,4,7,1720,0,1956,0,98006
2196,20140619,360000,4.0,2.5,2850,4650,2.0,0,0,3,8,2850,0,2004,0,98038
2197,20150206,311750,4.0,2.25,2270,12000,1.0,0,0,4,7,1290,980,1976,0,98023
2198,20141003,399000,3.0,2.25,1880,12473,1.0,0,0,3,8,1420,460,1958,0,98028
2199,20140725,347000,4.0,2.5,2770,9751,2.0,0,0,3,8,2770,0,1989,0,98042
2200,20140904,1680000,4.0,3.75,4490,34982,2.0,0,0,3,12,4490,0,1998,0,98005
2201,20140903,585000,4.0,2.5,3110,6479,2.0,0,0,3,9,3110,0,2005,0,98065
2202,20140912,340000,4.0,2.5,2360,7475,2.0,0,0,3,8,2360,0,1992,0,98031
2203,20150415,612000,3.0,2.5,2180,5496,2.0,0,0,3,8,2180,0,1994,0,98029
2204,20140628,230000,2.0,1.75,1910,3376,2.0,0,0,3,8,1910,0,1980,0,98038
2205,20140509,604000,4.0,2.5,2260,7753,2.0,0,0,3,9,2260,0,1989,0,98029
2206,20140703,250000,3.0,1.75,1770,8868,1.0,0,0,4,7,1770,0,1959,0,98002
2207,20150309,258500,3.0,2.0,1460,7930,1.0,0,0,3,7,1460,0,1989,0,98038
2208,20150324,783000,4.0,2.75,2080,5000,1.0,0,0,5,8,1470,610,1940,0,98199
2209,20141030,1050000,5.0,2.25,2960,7680,1.0,0,2,5,8,1550,1410,1958,0,98199
2210,20150318,760000,4.0,2.5,3220,4031,2.0,0,0,3,9,3220,0,2002,0,98033
2211,20140526,276000,3.0,1.0,1140,5000,1.0,0,0,3,7,1140,0,1960,0,98106
2212,20150323,550000,4.0,2.0,1660,12377,1.0,0,0,3,8,1660,0,1966,0,98008
2213,20150428,398000,4.0,1.0,1430,6240,1.5,0,0,5,7,1430,0,1953,0,98125
2214,20150313,775000,3.0,3.0,1820,4300,1.5,0,0,4,8,1620,200,1914,1983,98107
2215,20150409,1027500,4.0,3.0,3540,10202,2.0,0,0,3,8,2720,820,1988,0,98006
2216,20141023,327000,4.0,1.0,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055
2217,20150421,564500,4.0,2.75,3100,14568,2.0,0,0,3,8,3100,0,1995,0,98019
2218,20141017,782000,4.0,1.75,1500,6820,1.5,0,0,5,7,1500,0,1905,0,98117
2219,20150128,398000,4.0,2.5,2820,5510,2.0,0,0,3,9,2820,0,2005,0,98038
2220,20150130,257000,3.0,1.75,1850,10920,1.5,0,0,3,6,1850,0,1915,0,98034
2221,20140625,235000,4.0,2.0,1570,9415,2.0,0,0,4,7,1570,0,1984,0,98092
2222,20140627,453000,4.0,2.75,2300,37533,1.0,0,3,5,8,1550,750,1979,0,98070
2223,20150316,535000,2.0,1.0,920,9000,1.0,0,0,1,6,920,0,1954,0,98033
2224,20140507,275000,3.0,2.5,1600,7000,2.0,0,0,4,8,1600,0,1993,0,98038
2225,20140915,665000,3.0,2.5,2630,10047,2.0,0,0,3,9,2630,0,1996,0,98027
2226,20140806,670000,4.0,2.75,3020,13530,1.0,0,0,4,8,1540,1480,1977,0,98052
2227,20150427,465000,3.0,1.75,1490,10757,1.0,0,0,3,7,1060,430,1966,0,98034
2228,20141023,210000,3.0,1.5,1160,5200,1.0,0,0,5,7,1160,0,1970,0,98042
2229,20141204,265000,4.0,2.5,2040,4443,2.0,0,0,3,8,2040,0,2001,0,98092
2230,20150413,426000,2.0,2.5,1550,2657,2.0,0,0,4,8,1550,0,1987,0,98033
2231,20141029,529219,4.0,2.25,1990,7610,1.0,0,0,4,8,1290,700,1966,0,98008
2232,20140708,600000,3.0,2.25,1900,46609,1.5,0,0,4,7,1440,460,1969,0,98072
2233,20140701,875000,5.0,3.5,3840,8279,2.0,0,0,3,9,3840,0,2001,0,98074
2234,20150106,608000,4.0,3.0,2400,7680,1.0,0,0,3,7,1200,1200,1956,0,98199
2235,20141112,220000,3.0,1.0,1660,21514,1.0,0,0,4,7,1660,0,1973,0,98022
2236,20140811,1760000,4.0,5.0,6055,21630,1.0,0,3,4,12,3555,2500,1996,0,98006
2237,20140818,295450,3.0,2.0,2030,17120,1.0,0,2,4,8,1890,140,1966,0,98092
2238,20141111,315000,2.0,1.0,840,5087,1.0,0,0,3,7,840,0,1925,0,98118
2239,20150213,205000,4.0,2.0,1450,8175,1.0,0,0,4,7,1450,0,1967,0,98031
2240,20140709,310000,3.0,1.5,1460,9908,1.0,0,0,3,7,1460,0,1952,0,98148
2241,20150503,1000000,5.0,1.0,2010,5210,1.5,0,0,3,9,1890,120,1927,0,98119
2242,20140602,525000,4.0,2.5,2910,7631,2.0,0,2,3,9,2910,0,2006,0,98038
2243,20140709,284000,4.0,1.75,1880,8800,1.0,0,0,3,7,1130,750,1960,0,98168
2244,20140514,510000,3.0,1.75,2170,26460,1.0,0,0,3,8,1450,720,1986,0,98074
2245,20140619,405000,2.0,1.0,1260,4377,1.0,0,0,4,7,1260,0,1947,0,98103
2246,20140916,509950,3.0,2.5,1970,9153,2.0,0,0,3,8,1970,0,2007,0,98028
2247,20141027,600000,4.0,2.25,2090,45738,2.0,0,0,3,8,2090,0,1987,0,98053
2248,20150423,990000,4.0,3.75,3450,4940,2.0,0,0,3,10,2570,880,2006,0,98103
2249,20150414,280005,3.0,1.5,1130,7200,1.0,0,0,3,7,1130,0,1954,0,98178
2250,20140903,700000,3.0,1.75,2600,7668,1.0,0,0,4,8,1300,1300,1968,0,98010
2251,20140804,330000,3.0,1.0,1030,7620,1.0,0,0,3,7,1030,0,1953,0,98126
2252,20150223,340000,2.0,1.0,1700,6718,1.0,0,2,3,7,1230,470,1956,0,98198
2253,20140818,468000,2.0,2.5,1480,2167,2.0,0,0,3,8,1390,90,2007,0,98052
2254,20140609,1339000,4.0,2.5,4250,19387,2.0,0,2,4,9,3260,990,1972,0,98040
2255,20140919,515000,3.0,1.75,1600,20873,1.0,0,0,3,8,1600,0,1955,0,98006
2256,20141112,245000,4.0,2.0,1870,8750,1.0,0,2,3,7,1870,0,1977,0,98022
2257,20140527,265000,3.0,2.5,1440,7741,1.0,0,0,4,7,1000,440,1983,0,98031
2258,20150317,372400,3.0,2.5,2720,11937,2.0,0,0,3,9,2720,0,1990,0,98031
2259,20150504,390000,3.0,1.5,1240,8410,1.0,0,0,5,6,1240,0,1948,0,98155
2260,20150203,208000,3.0,1.0,1020,6120,1.0,0,0,4,7,1020,0,1967,0,98002
2261,20141003,273000,2.0,0.5,1180,7750,1.0,0,0,4,6,590,590,1945,0,98155
2262,20141009,455000,5.0,3.5,3080,7759,2.0,0,0,3,8,2310,770,2003,0,98019
2263,20150330,270000,4.0,2.5,1750,6397,2.0,0,0,3,7,1750,0,1988,0,98023
2264,20140730,618000,4.0,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,98008
2265,20141021,213550,3.0,2.5,1580,8541,2.0,0,0,3,7,1580,0,1990,0,98001
2266,20140729,210000,5.0,1.75,2340,9148,2.0,0,0,3,7,2340,0,1957,0,98198
2267,20150112,2750000,5.0,4.0,6300,16065,2.0,0,1,3,12,4360,1940,2004,0,98004
2268,20141215,403500,4.0,2.75,2400,3844,1.0,0,0,5,7,1200,1200,1974,0,98133
2269,20150225,235000,3.0,1.5,1300,7600,1.0,0,0,4,7,1300,0,1963,0,98022
2270,20150421,287500,3.0,2.0,1760,7147,1.0,0,0,4,6,880,880,1936,0,98055
2271,20140929,546800,4.0,1.5,1520,5910,1.0,0,0,3,7,1020,500,1946,0,98115
2272,20140616,183000,3.0,1.75,1070,8100,1.0,0,0,4,6,1070,0,1957,0,98002
2273,20140512,560000,3.0,2.0,2560,216777,1.0,0,0,3,8,2560,0,1986,0,98092
2274,20141205,299500,3.0,1.0,1280,6726,1.0,0,0,3,6,1280,0,1958,0,98144
2275,20141027,610000,4.0,2.25,1660,7350,1.0,0,0,3,8,1660,0,1965,2014,98008
2276,20140609,288350,3.0,1.5,1860,7963,1.0,0,0,3,7,1200,660,1963,0,98188
2277,20140701,500000,2.0,1.0,950,4500,1.0,0,2,3,7,850,100,1926,0,98103
2278,20141205,625000,4.0,2.75,2140,4000,1.0,0,0,3,7,1190,950,1951,0,98115
2279,20150429,418000,2.0,1.5,1480,1349,2.0,0,0,3,7,1240,240,2007,0,98136
2280,20140825,660000,3.0,3.0,2260,1825,2.0,0,0,3,8,1660,600,2002,0,98122
2281,20140623,775000,4.0,2.5,2300,6158,2.0,0,0,3,9,2300,0,1999,0,98115
2282,20150123,429500,3.0,2.75,1650,7272,1.0,0,0,4,7,1230,420,1972,0,98034
2283,20141124,569000,3.0,2.0,1990,3000,1.5,0,0,3,7,1230,760,1908,1970,98112
2284,20140520,250000,4.0,2.0,1960,7560,1.0,0,0,5,7,1160,800,1978,0,98031
2285,20141209,225000,3.0,1.5,1310,10491,1.0,0,0,4,7,1310,0,1969,0,98042
2286,20140514,530000,4.0,2.75,2450,15002,1.0,0,0,5,9,2450,0,1974,0,98166
2287,20140905,306000,3.0,1.0,910,8658,1.0,0,0,3,7,910,0,1955,0,98155
2288,20150413,517100,3.0,1.75,1580,9719,1.0,0,0,5,7,1580,0,1962,0,98056
2289,20140822,354950,3.0,1.75,1780,9689,1.0,0,0,3,7,1130,650,1976,0,98072
2290,20150414,348000,3.0,1.5,1040,1824,1.0,0,0,3,6,1040,0,1925,0,98115
2291,20140718,522250,4.0,2.5,2340,41600,1.0,0,0,3,8,1640,700,1977,0,98077
2292,20140604,275000,3.0,2.5,1720,8755,1.0,0,0,3,8,1000,720,1983,0,98023
2293,20141218,390000,3.0,1.5,1600,10440,1.0,0,0,3,7,1600,0,1954,0,98125
2294,20140910,260000,3.0,1.5,1320,9750,1.0,0,0,3,7,1320,0,1954,0,98148
2295,20140728,585000,5.0,2.75,2350,4178,1.5,0,0,3,8,1520,830,1922,2015,98112
2296,20140603,605000,5.0,2.75,2740,5616,1.5,0,0,5,7,1670,1070,1925,0,98115
2297,20140703,342000,4.0,2.5,2300,6448,2.0,0,0,3,8,2300,0,2001,0,98030
2298,20140827,900000,5.0,3.0,4350,37169,2.0,0,0,3,10,2950,1400,1972,0,98005
2299,20150330,252000,3.0,1.75,1430,7700,1.0,0,0,4,7,980,450,1981,0,98031
2300,20150219,357000,3.0,1.75,2400,14012,1.0,0,0,3,9,2400,0,1971,0,98003
2301,20141224,370000,3.0,1.0,940,7910,1.0,0,0,4,6,940,0,1959,0,98008
2302,20150406,322500,3.0,1.0,1020,13504,1.0,0,0,5,7,1020,0,1959,0,98056
2303,20140620,210000,2.0,2.0,1680,5756,2.0,0,0,4,7,1680,0,1910,0,98002
2304,20141208,290000,2.0,1.0,1340,9840,1.0,0,0,3,7,1340,0,1949,0,98133
2305,20140612,860000,4.0,3.25,3960,7012,2.0,0,0,3,10,3960,0,2005,0,98075
2306,20150225,302000,6.0,2.0,2650,4621,1.5,0,0,3,8,2650,0,1911,0,98118
2307,20140821,369160,4.0,2.25,2120,9680,2.0,0,2,4,8,2120,0,1965,0,98003
2308,20150507,1185000,4.0,2.75,2850,3000,2.5,0,0,3,9,2530,320,2003,0,98112
2309,20140902,993000,4.0,2.0,2850,14810,2.0,0,0,5,8,2490,360,1954,0,98004
2310,20141114,380000,6.0,2.0,1870,6969,1.0,0,0,4,7,1870,0,1968,0,98027
2311,20140910,635000,4.0,2.0,2660,8160,1.0,0,0,4,7,1380,1280,1949,0,98177
2312,20141030,260000,3.0,1.0,1190,11120,1.0,0,0,3,6,1190,0,1947,0,98024
2313,20140520,243000,2.0,1.0,1770,5522,1.5,0,0,4,7,960,810,1943,0,98178
2314,20150402,1400000,4.0,2.5,2770,8879,2.0,0,0,3,9,2770,0,2001,0,98004
2315,20140915,665000,4.0,2.5,2080,8100,1.0,0,2,5,8,1220,860,1952,0,98177
2316,20140909,898000,5.0,2.25,2700,9000,2.0,0,0,5,9,2700,0,1987,0,98007
2317,20140725,583000,4.0,2.75,2200,9453,1.0,0,0,5,8,1100,1100,1955,0,98144
2318,20141204,429000,4.0,1.75,2160,7700,2.0,0,0,2,8,2160,0,1977,0,98033
2319,20141216,471000,3.0,2.5,2010,4059,2.0,0,0,3,8,2010,0,1998,0,98034
2320,20150312,1810000,3.0,3.5,3780,8295,2.0,0,0,3,9,2430,1350,1951,0,98112
2321,20141015,739500,3.0,3.25,4460,51177,2.0,0,0,3,9,4460,0,2005,0,98042
2322,20140512,450000,3.0,1.5,1770,17208,1.0,0,0,3,8,1160,610,1959,0,98006
2323,20150408,552500,3.0,1.0,1430,5000,1.0,0,0,3,7,1430,0,1949,0,98117
2324,20150217,437000,4.0,1.75,1700,10642,1.0,0,0,4,7,850,850,1954,0,98006
2325,20150109,270000,4.0,2.0,1830,5220,1.5,0,0,3,7,1830,0,1951,0,98118
2326,20140716,226740,3.0,1.5,1410,8800,1.0,0,0,4,7,1410,0,1965,0,98092
2327,20150218,446500,4.0,2.5,3060,7920,1.0,0,0,3,8,1810,1250,1974,0,98028
2328,20141125,283000,3.0,2.0,1820,15068,2.0,0,2,3,7,1520,300,1920,2014,98022
2329,20140715,445000,4.0,1.75,2430,13211,1.5,0,0,4,7,2430,0,1909,1978,98024
2330,20140816,250000,2.0,1.0,740,6840,1.0,0,0,5,6,740,0,1942,0,98126
2331,20150309,307000,3.0,1.0,770,6552,1.0,0,0,3,6,670,100,1942,0,98146
2332,20140721,315000,4.0,2.75,2200,8580,1.0,0,0,3,8,1860,340,1991,0,98023
2333,20150106,555000,3.0,3.0,2920,23085,1.5,0,2,3,7,1540,1380,1908,0,98136
2334,20150424,264900,4.0,2.5,2040,7000,1.0,0,0,3,7,1250,790,1979,0,98031
2335,20140922,510000,3.0,2.0,1600,4510,1.0,0,0,3,7,990,610,1978,0,98103
2336,20140814,328000,4.0,2.5,1990,3980,2.0,0,0,3,7,1990,0,2002,0,98058
2337,20150504,358000,4.0,2.5,1830,7308,2.0,0,0,3,7,1830,0,2002,0,98038
2338,20150421,325000,3.0,2.5,2540,4260,2.0,0,0,3,7,2540,0,2005,0,98042
2339,20140714,1365000,2.0,3.25,2700,3444,3.0,1,3,3,9,2700,0,1990,0,98075
2340,20150305,230000,4.0,2.0,1440,10800,1.0,0,0,4,7,1440,0,1967,0,98001
2341,20150423,545000,3.0,2.0,1550,4000,1.0,0,0,3,7,940,610,1955,0,98199
2342,20140505,705380,3.0,2.5,2490,4343,2.0,0,0,3,9,2490,0,2003,0,98029
2343,20140820,459000,5.0,2.5,2650,12987,1.0,0,0,4,7,1350,1300,1979,0,98028
2344,20140528,815000,4.0,2.25,2000,3800,2.0,0,0,3,8,2000,0,2001,0,98115
2345,20140611,495000,6.0,5.0,3440,4500,2.0,0,0,3,8,3280,160,2007,0,98055
2346,20141110,520000,3.0,2.5,2280,58712,2.5,0,3,3,9,2280,0,1987,0,98010
2347,20141217,430000,2.0,1.5,1320,1194,3.0,0,0,3,7,1320,0,2001,0,98107
2348,20140515,255000,4.0,2.5,2070,7800,2.0,0,0,3,8,2070,0,1989,0,98003
2349,20140707,588000,3.0,2.0,1860,4777,2.0,0,0,5,7,1860,0,1908,0,98115
2350,20141110,350000,3.0,1.0,940,7811,1.0,0,0,3,6,940,0,1959,0,98008
2351,20150313,625000,4.0,2.75,2290,21486,1.0,0,2,5,7,2290,0,1963,0,98006
2352,20150424,172500,2.0,2.0,1510,20685,1.0,0,0,2,6,1250,260,1958,0,98059
2353,20140825,554000,3.0,2.0,1830,3500,1.5,0,0,5,7,1290,540,1909,0,98116
2354,20140728,775000,4.0,2.5,3090,7112,2.0,0,0,3,9,3090,0,2001,0,98052
2355,20141107,1187500,4.0,3.5,4340,217800,2.0,0,0,3,11,4340,0,2003,0,98053
2356,20141028,618000,3.0,2.75,3200,12682,2.0,0,1,3,9,3200,0,1977,0,98028
2357,20140929,305000,4.0,1.0,1560,8450,1.5,0,0,4,6,1560,0,1954,0,98166
2358,20141205,232000,3.0,2.0,1280,13356,1.0,0,0,3,7,1280,0,1994,0,98042
2359,20140508,262000,4.0,2.5,2020,6236,2.0,0,0,3,7,2020,0,2002,0,98001
2360,20150325,234000,3.0,1.0,1040,8122,1.0,0,0,5,7,1040,0,1971,0,98198
2361,20150402,500000,4.0,2.75,2260,7209,1.0,0,3,3,7,1330,930,2002,0,98125
2362,20140827,278000,3.0,1.0,860,7632,1.0,0,0,3,6,860,0,1920,0,98166
2363,20140904,230000,5.0,1.0,1920,19040,1.0,0,0,3,7,1160,760,1961,0,98168
2364,20140922,500000,4.0,1.75,2290,9215,1.0,0,0,5,8,1270,1020,1969,0,98027
2365,20140519,366500,4.0,2.75,2070,9300,1.0,0,0,5,7,1120,950,1945,0,98155
2366,20140611,665000,6.0,3.0,4250,4400,2.5,0,0,4,7,3020,1230,1902,0,98118
2367,20150316,1101000,3.0,1.5,2220,4830,2.0,0,3,3,9,1790,430,1928,2010,98116
2368,20141201,575000,2.0,1.75,1840,4076,1.0,0,0,3,8,1140,700,1957,0,98117
2369,20141103,674750,4.0,2.5,2590,9753,2.0,0,0,3,10,2590,0,1993,0,98075
2370,20140916,719000,5.0,2.0,3110,6131,1.0,0,0,5,7,1560,1550,1940,0,98118
2371,20140925,482000,3.0,1.75,2600,105587,1.0,0,0,4,7,1300,1300,1980,0,98070
2372,20140528,254000,2.0,1.0,1060,8187,1.0,0,0,4,6,1060,0,1952,0,98133
2373,20140819,443725,3.0,1.75,1250,3880,1.0,0,0,4,7,750,500,1944,0,98117
2374,20141106,575000,4.0,2.5,2520,35636,2.0,0,0,3,8,2520,0,1980,0,98053
2375,20150127,469000,3.0,2.25,2070,9957,1.0,0,0,3,8,1440,630,1977,0,98155
2376,20140523,175000,2.0,1.0,1300,44431,1.0,0,0,5,6,1300,0,1958,0,98001
2377,20140909,437000,5.0,2.0,2190,8316,1.0,0,0,3,7,1390,800,1961,0,98108
2378,20140820,550000,4.0,3.0,2760,13113,1.0,0,0,4,8,1760,1000,1974,0,98028
2379,20150420,172040,3.0,2.25,1710,7134,1.0,0,0,4,7,1130,580,1979,0,98031
2380,20141224,363000,3.0,2.0,1750,7000,1.0,0,0,3,8,1750,0,1993,0,98038
2381,20150430,282000,3.0,2.25,1552,3600,2.0,0,0,3,7,1552,0,2012,0,98092
2382,20140814,400000,6.0,2.0,2350,6554,2.0,0,1,3,8,2000,350,1905,0,98178
2383,20140924,650000,5.0,3.5,5110,10018,2.0,0,0,3,10,3850,1260,2003,0,98034
2384,20140603,365000,3.0,2.5,1720,99916,2.0,0,0,4,7,1720,0,1990,0,98042
2385,20141024,269950,4.0,2.5,1960,7230,2.0,0,0,3,8,1960,0,2002,0,98023
2386,20140718,260000,2.0,1.0,1270,19602,1.0,0,0,3,6,1270,0,1977,0,98010
2387,20141024,193000,3.0,1.5,1180,7000,1.0,0,0,4,7,1180,0,1977,0,98023
2388,20140725,340000,4.0,2.25,2230,6791,2.0,0,0,3,8,2230,0,2005,0,98038
2389,20140512,900000,4.0,3.25,4700,38412,2.0,0,0,3,10,3420,1280,1978,0,98005
2390,20141021,371000,3.0,2.5,2150,8361,2.0,0,0,3,8,2150,0,1991,0,98058
2391,20140827,592000,3.0,2.5,2400,81892,2.0,0,0,3,8,2400,0,1985,0,98045
2392,20140815,300000,3.0,2.5,1830,12750,2.0,0,0,3,7,1830,0,1991,0,98168
2393,20140827,449950,4.0,3.0,2800,6977,2.0,0,0,3,8,2800,0,2003,0,98038
2394,20141022,299500,3.0,2.5,2090,7163,2.0,0,0,3,8,2090,0,1989,0,98003
2395,20150326,995000,4.0,2.25,2340,13406,1.0,0,0,4,9,2340,0,1963,0,98040
2396,20140923,335000,4.0,1.75,1670,9472,1.0,0,0,3,7,1100,570,1960,0,98106
2397,20141110,280000,4.0,2.25,1990,7350,1.0,0,0,4,8,1180,810,1978,0,98003
2398,20140516,446000,4.0,2.25,2270,7800,1.0,0,0,3,7,1290,980,1977,0,98034
2399,20140927,1544500,4.0,2.75,4910,15139,1.0,0,0,4,10,2560,2350,1964,0,98004
2400,20150407,325000,3.0,1.0,950,4500,1.0,0,0,4,6,950,0,1943,0,98118
2401,20140619,450000,3.0,1.75,1610,11200,1.0,0,0,3,7,1610,0,1955,0,98033
2402,20141027,322500,4.0,2.5,1940,7107,2.0,0,0,3,7,1940,0,2000,0,98038
2403,20140915,453000,3.0,1.0,1210,9473,1.0,0,0,5,7,1210,0,1955,0,98006
2404,20141008,655000,4.0,2.5,2570,4412,2.0,0,0,3,9,2570,0,2001,0,98034
2405,20150504,603000,3.0,2.25,1700,2800,2.0,0,0,5,7,1150,550,1926,0,98115
2406,20140902,235000,4.0,1.0,1610,24000,1.5,0,0,3,6,1610,0,1947,0,98001
2407,20140728,968933,4.0,3.5,4120,7304,2.0,0,0,3,11,3070,1050,2006,0,98033
2408,20141114,1015000,3.0,3.5,2880,11340,1.0,0,0,3,8,1690,1190,1980,2013,98074
2409,20141203,435000,4.0,2.25,1990,8548,2.0,0,0,3,8,1990,0,1973,0,98033
2410,20140618,242000,3.0,2.0,1260,8092,1.0,0,0,3,7,1260,0,1986,0,98038
2411,20141027,487000,6.0,3.25,4750,248600,2.0,0,0,4,8,4750,0,1947,0,98022
2412,20140801,810000,4.0,2.75,3010,10450,2.0,0,0,3,9,3010,0,1996,0,98052
2413,20140624,625000,3.0,2.5,2410,64073,1.0,0,0,4,8,1820,590,1976,0,98072
2414,20141023,165000,3.0,1.5,1280,7742,1.0,0,0,3,7,1280,0,1973,0,98001
2415,20150427,335000,3.0,1.0,2320,6750,1.0,0,0,3,7,1160,1160,1960,0,98118
2416,20140724,286700,3.0,1.0,1220,6600,1.0,0,0,3,6,1220,0,1958,0,98065
2417,20150424,699000,2.0,1.5,1400,4050,1.0,0,0,4,8,1400,0,1954,0,98115
2418,20150327,280000,3.0,1.75,1590,7280,1.0,0,0,3,7,1140,450,1974,0,98058
2419,20140602,580000,4.0,2.5,2220,7064,2.0,0,0,3,8,2220,0,1988,0,98029
2420,20140620,754800,2.0,2.5,2770,7781,2.0,0,0,3,8,2770,0,2006,0,98053
2421,20150210,525000,4.0,2.5,2303,16801,2.0,0,0,3,8,2303,0,1995,0,98019
2422,20150217,562000,3.0,1.75,1600,10530,1.0,0,2,3,8,1600,0,1962,0,98155
2423,20140520,575000,4.0,1.75,1280,6060,1.0,0,0,3,7,860,420,1926,0,98117
2424,20140711,808900,5.0,2.5,2900,5901,2.0,0,0,3,9,2900,0,2006,0,98027
2425,20150303,992000,3.0,2.25,2950,15207,1.0,0,0,4,10,2070,880,1966,0,98040
2426,20140919,335000,3.0,2.5,1700,6698,2.0,0,0,3,7,1700,0,1997,0,98038
2427,20141226,473000,3.0,2.75,1050,7200,1.0,0,0,3,7,1050,0,1985,0,98125
2428,20150325,350000,4.0,2.75,2990,11210,1.0,0,1,4,8,1880,1110,1977,0,98023
2429,20150424,1600000,5.0,2.5,3100,5374,2.5,0,0,4,9,3100,0,1906,0,98122
2430,20141217,305500,3.0,1.0,1240,6090,1.0,0,0,4,7,1240,0,1950,0,98155
2431,20140523,306000,2.0,1.0,780,13500,1.0,0,0,4,7,780,0,1946,1989,98077
2432,20141202,233000,2.0,2.25,850,1656,2.0,0,0,3,8,850,0,2001,0,98133
2433,20150331,490000,3.0,1.75,1540,9000,1.0,0,0,3,8,1540,0,1971,0,98125
